WordA,WordB,Alpha,Nonalpha,OverallFreq,Word1_freq,Word2_freq,Weird?,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,*BStress,RelFreq,GenPref,Attested,LogCenteredOverallFreq,Estimate,Est.Error,Q2.5,Q97.5,item,predicted_resp_value,predicted_resp,binom_prob,GeneratedSentence
fire,light,fire and light,light and fire,21101,,,no,0,0,0,0,1,0,-0.656001425,-1,-1,-1,0.061584759,-0.100373655,1,-0.2275340388990815,0.5261295283905881,0.0126109217806388,0.502001658626389,0.5515330412122216,229,0,light and fire,0.0003748223142216,The museum exhibit displayed a sculpture made of light and fire.
rock,roll,rock and roll,roll and rock,248992,,,no,0,0,0,0,0,0,0.851796527,0,0,0,0.49720473,0.0271619379999999,1,0.2884740834413636,0.8463964787030306,0.0137341857523714,0.8184768575679132,0.8719986347772657,98,1,rock and roll,0.0044229068604651,The museum's new exhibit features rock and roll memorabilia.
pressure,temperature,pressure and temperature,temperature and pressure,449437,,,no,0,0,-1,0,0,0,0.238472567,2,2,0,-0.137753456,-0.112296128,1,0.7423368866346908,0.365506769569472,0.0117767126777958,0.3427216076516337,0.3888874758506101,83,1,pressure and temperature,0.0079834612784622,The experiment measured pressure and temperature simultaneously.
father,mother,father and mother,mother and father,1590868,,,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,1,father and mother,0.0282589841894295,The father and mother attended the school meeting.
influence,power,influence and power,power and influence,314032,,,no,0,0,0,-1,0,0,-1.060110212,-1,-1,0,-0.311098869,-0.136521802,1,0.4357425946025001,0.2429594319404333,0.0121517174582397,0.2198004065849767,0.267229593335421,21,0,power and influence,0.005578228566402,The committee examined power and influence in modern politics.
gas,oil,gas and oil,oil and gas,1040905,,,no,0,-1,0,0,0,0,-0.310324221,0,0,0,-0.414552241,-0.085058577,1,2.0815836849042952,0.1243538501992748,0.0161351598344625,0.095138763357124,0.1584833912382707,12,0,oil and gas,0.0184898545559393,The government announced new regulations for oil and gas production.
law,order,law and order,order and law,682080,,,no,0,1,0,0,0,1,-0.056705453,1,1,1,0.4852172769999999,0.387084889,1,1.2691048485359864,0.926438693979967,0.0093022128289324,0.9068621159500628,0.9431245926464216,70,1,law and order,0.0121159567832944,The government emphasizes law and order.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the entire region.
spring,summer,spring and summer,summer and spring,381701,,,no,0,0,0,0,0,1,-0.095203156,1,1,1,0.4901414979999999,0.349533387,1,0.588963887372533,0.9002188752650254,0.0098127738667338,0.8798533476238025,0.9181819799247926,86,1,spring and summer,0.0067802498535953,The temperature rises during spring and summer.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The conference welcomed men and women from various fields.
death,life,death and life,life and death,1142991,,,no,0,-1,-1,0,0,-1,-1.058483404,0,0,0,-0.438072128,-0.395286899,1,2.3127345648304294,0.0750485595444749,0.0129079583090166,0.052697522005612,0.1031556418988904,11,0,life and death,0.0203032335791909,The study examines the relationship between life and death.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
law,order,law and order,order and law,682080,,,no,0,1,0,0,0,1,-0.056705453,1,1,1,0.4852172769999999,0.387084889,1,1.2691048485359864,0.926438693979967,0.0093022128289324,0.9068621159500628,0.9431245926464216,70,1,law and order,0.0121159567832944,The city council prioritizes law and order.
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,0.0333385450705492,The factory operates day and night.
men,officers,men and officers,officers and men,457386,,,no,0,0,0,-1,0,0,1.961113083,2,2,1,-0.409400375,0.0369168739999999,1,0.7603356165734958,0.2034753298264612,0.0169642036946063,0.1713519437201628,0.2377590907482828,79,0,officers and men,0.0081246613436604,The ceremony honored officers and men who served in the conflict.
father,son,father and son,son and father,486090,,,no,0,0,0,1,0,0,0.413296216,-1,-1,-1,0.467923636,0.027898002,1,0.8253293949309567,0.8636356341124951,0.0126455450828489,0.8379832918684776,0.8870965007713698,78,1,father and son,0.0086345376389743,The father and son walked to the park together.
moon,sun,moon and sun,sun and moon,322714,,,no,0,0,-1,0,0,0,-0.935454654,0,0,0,-0.410639142,-0.127858281,1,0.4554010388506702,0.1873977852500348,0.0125214399781706,0.1636652652659227,0.2127749215358554,88,0,sun and moon,0.0057324490930156,The painting features a sun and moon motif.
aunts,uncles,aunts and uncles,uncles and aunts,114866,,,no,0,0,1,-1,0,0,-0.027772348,1,1,1,0.131622935,0.098809867,1,-0.0152241995844449,0.6374609957858703,0.0098324705147238,0.6180516033498246,0.6565577793526974,139,1,aunts and uncles,0.0020403933436985,My aunts and uncles attended the family reunion.
heir,son,heir and son,son and heir,137375,,,no,0,0,-1,1,0,0,-2.953365075,0,0,0,-0.496789809,-0.062149526,1,0.0357423889414778,0.180295033499389,0.0149538340947111,0.1523454051906073,0.2108118046603213,131,0,son and heir,0.0024402263123168,The king named his son and heir as the future ruler.
ice,snow,ice and snow,snow and ice,278789,,,no,0,1,0,0,0,0,0.196347167,0,0,0,-0.090582842,0.0899561509999999,1,0.3559427154688603,0.4689291970010429,0.0131000077458358,0.4428882897585914,0.4941513066409892,94,0,snow and ice,0.0049521983867843,The road conditions were hazardous due to snow and ice.
b,c,b and c,c and b,617842,,,no,0,0,0,0,0,1,-0.063063001,0,0,0,0.4447107839999999,0.284619268,1,1.1236522867283438,0.8991523683553344,0.0101229349857166,0.8783050043064344,0.9178258181294762,72,1,b and c,0.0109748812029442,The study compared b and c in the experiment.
error,trial,error and trial,trial and error,454209,,,no,0,-1,0,0,0,-1,-0.045549711,0,0,0,-0.49951344,-0.3317637,1,0.7531420117155786,0.10671423991231,0.0107275232411474,0.0870981054512844,0.1290189421563151,81,0,trial and error,0.0080682275020282,The scientists used trial and error to develop the new material.
father,mother,father and mother,mother and father,1590868,,,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,1,father and mother,0.0282589841894295,The father and mother arrived early for the ceremony.
cotton,tobacco,cotton and tobacco,tobacco and cotton,40004,,,no,0,0,1,0,0,0,0.546940388,0,-1,-1,0.2100039999999999,0.053987101,1,-0.1847324296358748,0.6702012073597595,0.0114739583712981,0.6473971144842866,0.6923334910753614,191,0,tobacco and cotton,0.0007106010074462,The museum's new exhibit features artifacts made from tobacco and cotton.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
arms,hands,arms and hands,hands and arms,194013,,,no,0,1,-1,0,0,0,-0.600841744,0,0,0,-0.047190137,-0.040048423,1,0.1639864531349656,0.4668984426014493,0.0085354985999895,0.4501355201578475,0.4836168976196177,102,0,hands and arms,0.0034463012013214,The museum displayed sculptures of hands and arms from ancient cultures.
female,male,female and male,male and female,1742846,,,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,0.0309586072248675,The study compared the health outcomes of male and female participants.
father,mother,father and mother,mother and father,1590868,,,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,1,father and mother,0.0282589841894295,The father and mother attended the meeting.
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,0.0333385450705492,The factory operates day and night.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
bone,flesh,bone and flesh,flesh and bone,72784,,,no,0,-1,0,0,0,0,0.475998012,0,0,0,-0.281201912,-0.0641982059999999,1,-0.1105094622948223,0.3022994561558149,0.0129323542906087,0.2777113416548122,0.3282558451829772,163,1,bone and flesh,0.0012928803051186,The surgeon examined the bone and flesh of the specimen.
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,0.0333385450705492,The security cameras operate day and night.
ice,water,ice and water,water and ice,54953,,,no,0,1,0,0,0,0,-2.073400202,1,1,1,0.0168962569999999,0.136231082,1,-0.1508837676840324,0.5645235237851032,0.0121553773888393,0.5400796105439111,0.5877644134810615,177,0,water and ice,0.0009761438146733,The laboratory stored water and ice for the experiment.
joy,pleasure,joy and pleasure,pleasure and joy,28376,,,no,0,0,0,0,0,0,-0.245119815,1,1,1,0.158901889,0.106190356,1,-0.2110614309855319,0.6504054070857394,0.0104657290126132,0.6296270981754413,0.6706986645205406,43,1,joy and pleasure,0.0005040499496873,The festival provided joy and pleasure to the attendees.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,0.0275908195835129,The report analyzes the impact of goods and services on the economy.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
prose,verse,prose and verse,verse and prose,173062,,,no,0,0,0,0,0,0,-0.658037344,0,0,0,0.1567068449999999,-0.0137815239999999,1,0.1165476066199446,0.629313673309368,0.0112629143165582,0.6073963794425096,0.6514803338679871,121,1,prose and verse,0.0030741433744289,The anthology contains both prose and verse.
ice,snow,ice and snow,snow and ice,278789,,,no,0,1,0,0,0,0,0.196347167,0,0,0,-0.090582842,0.0899561509999999,1,0.3559427154688603,0.4689291970010429,0.0131000077458358,0.4428882897585914,0.4941513066409892,94,1,ice and snow,0.0049521983867843,The hikers enjoyed the view of ice and snow on the mountain.
nose,throat,nose and throat,throat and nose,101711,,,no,0,1,0,0,0,0,0.246119496,0,0,0,0.4214834189999999,0.0912625089999999,1,-0.045010750388946,0.8031265651784941,0.013589709236606,0.775638707334416,0.8285879484632002,29,1,nose and throat,0.0018067178049285,The doctor examined the nose and throat.
ice,snow,ice and snow,snow and ice,278789,,,no,0,1,0,0,0,0,0.196347167,0,0,0,-0.090582842,0.0899561509999999,1,0.3559427154688603,0.4689291970010429,0.0131000077458358,0.4428882897585914,0.4941513066409892,94,0,snow and ice,0.0049521983867843,The road conditions were hazardous due to snow and ice.
honey,milk,honey and milk,milk and honey,113327,,,no,0,0,-1,0,0,0,-1.142214853,-1,-1,-1,-0.4436409679999999,-0.228520172,1,-0.0187089203513113,0.1779655487107684,0.0127082500457962,0.1541463701571938,0.203742763901416,28,1,honey and milk,0.002013055703701,The recipe calls for honey and milk.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,0.0272192657070817,The climate varies between the north and south of the country.
forefinger,thumb,forefinger and thumb,thumb and forefinger,193360,,,no,0,0,1,-1,0,0,-1.902043309,-2,-1,-1,-0.397093504,-0.196613465,1,0.1625078809057494,0.1960469018438531,0.0123222265379219,0.1727946866709489,0.2210238310193923,25,0,thumb and forefinger,0.003434701799815,He pressed his thumb and forefinger together to test the temperature.
death,life,death and life,life and death,1142991,,,no,0,-1,-1,0,0,-1,-1.058483404,0,0,0,-0.438072128,-0.395286899,1,2.3127345648304294,0.0750485595444749,0.0129079583090166,0.052697522005612,0.1031556418988904,11,0,life and death,0.0203032335791909,The report discusses how stress influences life and death.
muscles,nerves,muscles and nerves,nerves and muscles,55557,,,no,0,0,1,1,0,0,0.566776908,-1,-1,-1,-0.0844448039999999,0.1378752979999999,1,-0.1495161449789075,0.4928158427357918,0.0151854609582769,0.462274278894114,0.5219131697232796,37,1,muscles and nerves,0.0009868728169855,The doctor explained how muscles and nerves work together to control movement.
editor,publisher,editor and publisher,publisher and editor,125503,,,no,0,0,0,0,0,1,0.837814363,0,0,0,0.3418683219999999,0.300685294,1,0.0088609042473663,0.8074626984919807,0.0132128590923481,0.7806302132491113,0.8322395205907867,138,1,editor and publisher,0.0022293410218358,The editor and publisher met to discuss the new magazine's layout.
south,west,south and west,west and south,455538,,,no,0,1,0,0,0,0,0.171052855,0,0,0,0.1486220689999999,0.089291772,1,0.7561512345220539,0.6744643906902866,0.0108796204687698,0.6530937265080641,0.6955666946686522,80,1,south and west,0.0080918348597648,The report highlights development projects in south and west.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
